asset,part_id,registry_id,part_name,variant,category,group,grid,size_cells_WxHxD,dims_m_WxHxD,tier,art_set,complexity,mass_kg,hp,power_kw,recipe,lod0_tris,lod1_tris,lod2_tris,lod3_tris,build_stages,collision_max_hulls,texture_strategy,texel_density_px_m,mount_faces,airtight_faces,sockets,moving_parts,emissive,debris_set,blend_path,export_path,status,owner,notes
SM_LIF_OxygenTank_LG,LIF-006,block.lifesupport.oxygen_tank,Oxygen Tank,,LIF,Air,LG,1×2×1,2.50x5.00x2.50,T1,IND,S,1500,1400,0,steel_plate:80; large_tube:40; small_tube:60; computer:8; construction_component:10,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,front back left right top bottom,front back left right top bottom,SOCKET_Air_Top_01 SOCKET_ConveyorSmall_Bottom_01,,Fill gauge,M,assets/parts/lifesupport/SM_LIF_OxygenTank_LG.blend,export/parts/lifesupport/SM_LIF_OxygenTank_LG.fbx,Not started,,Blue-banded pressure cylinder (O₂ color code).
SM_LIF_OxygenTank_SG,LIF-006,block.lifesupport.oxygen_tank,Oxygen Tank,,LIF,Air,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,60,120,0,steel_plate:12; large_tube:6; small_tube:9; computer:1; construction_component:2,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,front back left right top bottom,front back left right top bottom,SOCKET_Air_Top_01 SOCKET_ConveyorSmall_Bottom_01,,Fill gauge,XS,assets/parts/lifesupport/SM_LIF_OxygenTank_SG.blend,export/parts/lifesupport/SM_LIF_OxygenTank_SG.fbx,Not started,,Blue-banded pressure cylinder (O₂ color code).
SM_LIF_CompactLifeSupportModule_LG,LIF-007,block.lifesupport.compact_life_support_module,Compact Life Support Module,,LIF,Air,LG,1×1×1,2.50x2.50x2.50,T1,DIR,L,1100,1600,-120,steel_plate:20; motor:6; filter_mesh:8; computer:6; medical_component:2,12000,6000,2400,720,3,12,Trim sheets + one 2K unique atlas,512,front back left right top bottom,front back left right top bottom,SOCKET_Air_Top_01 SOCKET_Interact_Front_01,,Directorate status panel (sterile blue),S,assets/parts/lifesupport/SM_LIF_CompactLifeSupportModule_LG.blend,export/parts/lifesupport/SM_LIF_CompactLifeSupportModule_LG.fbx,Not started,,Ships with two skins: Directorate (story salvage) and Industrial (buildable). Directorate skin shows scorch marks from the crash.
SM_LIF_AirVent_LG,LIF-008,block.lifesupport.air_vent,Air Vent,,LIF,Air,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,250,500,-2,steel_plate:15; construction_component:10; motor:2; computer:5,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,front back left right top bottom,front back left right top bottom,SOCKET_Air_Back_01 SOCKET_Air_Front_01,Louvers ×6: open/close 70°,,S,assets/parts/lifesupport/SM_LIF_AirVent_LG.blend,export/parts/lifesupport/SM_LIF_AirVent_LG.fbx,Not started,,Grille on the front face. Louvers must visibly close when the vent seals (quarantine readability).
SM_LIF_AirVent_SG,LIF-008,block.lifesupport.air_vent,Air Vent,,LIF,Air,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,12,60,-0.2,steel_plate:2; construction_component:2; motor:1; computer:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,front back left right top bottom,front back left right top bottom,SOCKET_Air_Back_01 SOCKET_Air_Front_01,Louvers ×6: open/close 70°,,XS,assets/parts/lifesupport/SM_LIF_AirVent_SG.blend,export/parts/lifesupport/SM_LIF_AirVent_SG.fbx,Not started,,Grille on the front face. Louvers must visibly close when the vent seals (quarantine readability).
SM_LIF_AirDuct_Straight_LG,LIF-009,block.lifesupport.air_duct,Air Duct,Straight,LIF,Air,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,300,800,0,steel_plate:8; small_tube:6,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,front back left right top bottom,front back left right top bottom,SOCKET_Air_Front_01 SOCKET_Air_Back_01,,,S,assets/parts/lifesupport/SM_LIF_AirDuct_Straight_LG.blend,export/parts/lifesupport/SM_LIF_AirDuct_Straight_LG.fbx,Not started,,"LG: 1.2 m square crawl tunnel inside an armor shell, with access panels. SG: 0.3 m round pipe. Spores travel through these, so the vent network must be traceable in the Air View."
SM_LIF_AirDuct_Straight_SG,LIF-009,block.lifesupport.air_duct,Air Duct,Straight,LIF,Air,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,8.0,50,0,steel_plate:1; small_tube:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,front back left right top bottom,front back left right top bottom,SOCKET_Air_Front_01 SOCKET_Air_Back_01,,,XS,assets/parts/lifesupport/SM_LIF_AirDuct_Straight_SG.blend,export/parts/lifesupport/SM_LIF_AirDuct_Straight_SG.fbx,Not started,,"LG: 1.2 m square crawl tunnel inside an armor shell, with access panels. SG: 0.3 m round pipe. Spores travel through these, so the vent network must be traceable in the Air View."
SM_LIF_AirDuct_Corner_LG,LIF-009,block.lifesupport.air_duct,Air Duct,Corner,LIF,Air,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,300,800,0,steel_plate:8; small_tube:6,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,front back left right top bottom,front back left right top bottom,SOCKET_Air_Front_01 SOCKET_Air_Back_01,,,S,assets/parts/lifesupport/SM_LIF_AirDuct_Corner_LG.blend,export/parts/lifesupport/SM_LIF_AirDuct_Corner_LG.fbx,Not started,,"LG: 1.2 m square crawl tunnel inside an armor shell, with access panels. SG: 0.3 m round pipe. Spores travel through these, so the vent network must be traceable in the Air View."
SM_LIF_AirDuct_Corner_SG,LIF-009,block.lifesupport.air_duct,Air Duct,Corner,LIF,Air,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,8.0,50,0,steel_plate:1; small_tube:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,front back left right top bottom,front back left right top bottom,SOCKET_Air_Front_01 SOCKET_Air_Back_01,,,XS,assets/parts/lifesupport/SM_LIF_AirDuct_Corner_SG.blend,export/parts/lifesupport/SM_LIF_AirDuct_Corner_SG.fbx,Not started,,"LG: 1.2 m square crawl tunnel inside an armor shell, with access panels. SG: 0.3 m round pipe. Spores travel through these, so the vent network must be traceable in the Air View."
SM_LIF_AirDuct_TJunction_LG,LIF-009,block.lifesupport.air_duct,Air Duct,T-Junction,LIF,Air,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,300,800,0,steel_plate:8; small_tube:6,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,front back left right top bottom,front back left right top bottom,SOCKET_Air_Front_01 SOCKET_Air_Back_01,,,S,assets/parts/lifesupport/SM_LIF_AirDuct_TJunction_LG.blend,export/parts/lifesupport/SM_LIF_AirDuct_TJunction_LG.fbx,Not started,,"LG: 1.2 m square crawl tunnel inside an armor shell, with access panels. SG: 0.3 m round pipe. Spores travel through these, so the vent network must be traceable in the Air View."
SM_LIF_AirDuct_TJunction_SG,LIF-009,block.lifesupport.air_duct,Air Duct,T-Junction,LIF,Air,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,8.0,50,0,steel_plate:1; small_tube:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,front back left right top bottom,front back left right top bottom,SOCKET_Air_Front_01 SOCKET_Air_Back_01,,,XS,assets/parts/lifesupport/SM_LIF_AirDuct_TJunction_SG.blend,export/parts/lifesupport/SM_LIF_AirDuct_TJunction_SG.fbx,Not started,,"LG: 1.2 m square crawl tunnel inside an armor shell, with access panels. SG: 0.3 m round pipe. Spores travel through these, so the vent network must be traceable in the Air View."
SM_LIF_AirDuct_Cross_LG,LIF-009,block.lifesupport.air_duct,Air Duct,Cross,LIF,Air,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,300,800,0,steel_plate:8; small_tube:6,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,front back left right top bottom,front back left right top bottom,SOCKET_Air_Front_01 SOCKET_Air_Back_01,,,S,assets/parts/lifesupport/SM_LIF_AirDuct_Cross_LG.blend,export/parts/lifesupport/SM_LIF_AirDuct_Cross_LG.fbx,Not started,,"LG: 1.2 m square crawl tunnel inside an armor shell, with access panels. SG: 0.3 m round pipe. Spores travel through these, so the vent network must be traceable in the Air View."
SM_LIF_AirDuct_Cross_SG,LIF-009,block.lifesupport.air_duct,Air Duct,Cross,LIF,Air,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,8.0,50,0,steel_plate:1; small_tube:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,front back left right top bottom,front back left right top bottom,SOCKET_Air_Front_01 SOCKET_Air_Back_01,,,XS,assets/parts/lifesupport/SM_LIF_AirDuct_Cross_SG.blend,export/parts/lifesupport/SM_LIF_AirDuct_Cross_SG.fbx,Not started,,"LG: 1.2 m square crawl tunnel inside an armor shell, with access panels. SG: 0.3 m round pipe. Spores travel through these, so the vent network must be traceable in the Air View."
SM_LIF_AirDuct_EndCap_LG,LIF-009,block.lifesupport.air_duct,Air Duct,End Cap,LIF,Air,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,300,800,0,steel_plate:8; small_tube:6,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,front back left right top bottom,front back left right top bottom,SOCKET_Air_Front_01 SOCKET_Air_Back_01,,,S,assets/parts/lifesupport/SM_LIF_AirDuct_EndCap_LG.blend,export/parts/lifesupport/SM_LIF_AirDuct_EndCap_LG.fbx,Not started,,"LG: 1.2 m square crawl tunnel inside an armor shell, with access panels. SG: 0.3 m round pipe. Spores travel through these, so the vent network must be traceable in the Air View."
SM_LIF_AirDuct_EndCap_SG,LIF-009,block.lifesupport.air_duct,Air Duct,End Cap,LIF,Air,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,8.0,50,0,steel_plate:1; small_tube:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,front back left right top bottom,front back left right top bottom,SOCKET_Air_Front_01 SOCKET_Air_Back_01,,,XS,assets/parts/lifesupport/SM_LIF_AirDuct_EndCap_SG.blend,export/parts/lifesupport/SM_LIF_AirDuct_EndCap_SG.fbx,Not started,,"LG: 1.2 m square crawl tunnel inside an armor shell, with access panels. SG: 0.3 m round pipe. Spores travel through these, so the vent network must be traceable in the Air View."
SM_LIF_CO2Scrubber_LG,LIF-010,block.lifesupport.co2_scrubber,CO₂ Scrubber,,LIF,Air,LG,1×1×1,2.50x2.50x2.50,T1,IND,M,700,900,-150,steel_plate:10; motor:4; filter_mesh:12; computer:2,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,front back left right top bottom,front back left right top bottom,SOCKET_Air_Top_01 SOCKET_Interact_Front_01,Fan,Cartridge saturation lights ×4,S,assets/parts/lifesupport/SM_LIF_CO2Scrubber_LG.blend,export/parts/lifesupport/SM_LIF_CO2Scrubber_LG.fbx,Not started,,Four swappable cartridge slots on the front; the cartridges are separate meshes.
SM_LIF_SporeAirFilter_LG,LIF-011,block.lifesupport.air_filter_spore,Spore Air Filter,,LIF,Air,LG,1×1×1,2.50x2.50x2.50,T2,IND,M,480,700,-3.5,steel_plate:4; motor:2; filter_mesh:6,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,front back left right top bottom,front back left right top bottom,SOCKET_Air_Back_01 SOCKET_Air_Front_01 SOCKET_Interact_Front_01,Fan,Filter status: green clean / amber loaded / red clogged,S,assets/parts/lifesupport/SM_LIF_SporeAirFilter_LG.blend,export/parts/lifesupport/SM_LIF_SporeAirFilter_LG.fbx,Not started,,The visible filter mesh turns green-grey as it loads (material parameter 'Load'). Matches the JSON example in bible chapter 13.
SM_LIF_SporeAirFilter_SG,LIF-011,block.lifesupport.air_filter_spore,Spore Air Filter,,LIF,Air,SG,1×1×1,0.50x0.50x0.50,T2,IND,M,30,80,-0.4,steel_plate:1; motor:1; filter_mesh:1,1500,750,300,90,3,6,Trim sheets + one 1K unique atlas,1024,front back left right top bottom,front back left right top bottom,SOCKET_Air_Back_01 SOCKET_Air_Front_01 SOCKET_Interact_Front_01,Fan,Filter status: green clean / amber loaded / red clogged,XS,assets/parts/lifesupport/SM_LIF_SporeAirFilter_SG.blend,export/parts/lifesupport/SM_LIF_SporeAirFilter_SG.fbx,Not started,,The visible filter mesh turns green-grey as it loads (material parameter 'Load'). Matches the JSON example in bible chapter 13.
SM_LIF_Heater_LG,LIF-012,block.lifesupport.heater,Heater,,LIF,Temperature,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,300,500,-50,steel_plate:6; construction_component:4; power_cell:2,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,back,,SOCKET_Air_Front_01,,Heating coil glow,S,assets/parts/lifesupport/SM_LIF_Heater_LG.blend,export/parts/lifesupport/SM_LIF_Heater_LG.fbx,Not started,,Wall-mounted radiator; coils glow orange with a 'Heat' parameter.
SM_LIF_Heater_SG,LIF-012,block.lifesupport.heater,Heater,,LIF,Temperature,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,15,50,-5,steel_plate:1; construction_component:1; power_cell:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,back,,SOCKET_Air_Front_01,,Heating coil glow,XS,assets/parts/lifesupport/SM_LIF_Heater_SG.blend,export/parts/lifesupport/SM_LIF_Heater_SG.fbx,Not started,,Wall-mounted radiator; coils glow orange with a 'Heat' parameter.
SM_LIF_Cooler_LG,LIF-013,block.lifesupport.cooler,Cooler,,LIF,Temperature,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,320,500,-60,steel_plate:6; motor:2; large_tube:2,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,back,,SOCKET_Air_Front_01,Fan,Blue status lamp,S,assets/parts/lifesupport/SM_LIF_Cooler_LG.blend,export/parts/lifesupport/SM_LIF_Cooler_LG.fbx,Not started,,Wall unit with a large fan grille.
SM_LIF_AtmosphereMonitor_LG,LIF-014,block.lifesupport.atmosphere_monitor,Atmosphere Monitor,,LIF,Monitoring,LG,1×1×1,2.50x2.50x2.50,T1,IND,S,40,150,-0.3,interior_plate:2; computer:2; display:1,800,400,160,48,2,2,Shared trim sheet only (no unique maps),512,back,,SOCKET_Lcd_Front_01 SOCKET_Audio_Front_01,,Screen | Alarm strobe,S,assets/parts/lifesupport/SM_LIF_AtmosphereMonitor_LG.blend,export/parts/lifesupport/SM_LIF_AtmosphereMonitor_LG.fbx,Not started,,"Small wall screen with a strobe on top. Screen UI is rendered live, not baked."
SM_LIF_AtmosphereMonitor_SG,LIF-014,block.lifesupport.atmosphere_monitor,Atmosphere Monitor,,LIF,Monitoring,SG,1×1×1,0.50x0.50x0.50,T1,IND,S,3.0,30,-0.05,computer:1; display:1,300,150,60,18,2,2,Shared trim sheet only (no unique maps),1024,back,,SOCKET_Lcd_Front_01 SOCKET_Audio_Front_01,,Screen | Alarm strobe,XS,assets/parts/lifesupport/SM_LIF_AtmosphereMonitor_SG.blend,export/parts/lifesupport/SM_LIF_AtmosphereMonitor_SG.fbx,Not started,,"Small wall screen with a strobe on top. Screen UI is rendered live, not baked."
SM_PRD_Workbench_LG,PRD-001,block.production.workbench,Workbench,,PRD,Crafting,LG,1×1×1,2.50x2.50x2.50,T0,SCR,M,300,500,0,scrap_metal:15; salvaged_wood:10,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom,,SOCKET_Work_Front_01 SOCKET_Interact_Front_01 SOCKET_Light_Top_01,,,S,assets/parts/production/SM_PRD_Workbench_LG.blend,export/parts/production/SM_PRD_Workbench_LG.fbx,Not started,,"A heavy wooden bench with a vise, pegboard of tools and a work lamp. Tools on the pegboard change as tiers unlock (swap meshes)."
SM_PRD_ScrapRecycler_LG,PRD-002,block.production.scrap_recycler,Scrap Recycler,,PRD,Refining,LG,1×1×2,2.50x2.50x5.00,T1,SCR,M,1500,1400,-200,scrap_metal:40; motor:6; steel_plate:10,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,front back left right top bottom,,SOCKET_ItemIn_Top_01 SOCKET_ItemOut_Front_01 SOCKET_ConveyorLarge_Back_01,Shredder rollers ×2 | Hopper lid,,M,assets/parts/production/SM_PRD_ScrapRecycler_LG.blend,export/parts/production/SM_PRD_ScrapRecycler_LG.fbx,Not started,,Converted wood-chipper look with a welded hopper.
SM_PRD_BasicRefinery_LG,PRD-003,block.production.basic_refinery,Basic Refinery,,PRD,Refining,LG,1×2×1,2.50x5.00x2.50,T1,IND,M,4000,3000,-400,steel_plate:120; construction_component:20; large_tube:10; motor:10; computer:10,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,front back left right top bottom,,SOCKET_ConveyorLarge_Back_01 SOCKET_ConveyorLarge_Bottom_01 SOCKET_Interact_Front_01 SOCKET_Work_Front_01,,Furnace window glow,M,assets/parts/production/SM_PRD_BasicRefinery_LG.blend,export/parts/production/SM_PRD_BasicRefinery_LG.fbx,Not started,,Tall furnace with a glowing viewport.
SM_PRD_Refinery_LG,PRD-004,block.production.refinery,Refinery,,PRD,Refining,LG,3×4×3,7.50x10.00x7.50,T2,IND,XL,35000,12000,-1000,steel_plate:1200; construction_component:40; large_tube:20; motor:16; metal_grid:20; computer:20,40000,20000,8000,2400,4,24,4K unique texture set + trim sheets,512,front back left right top bottom,,SOCKET_ConveyorLarge_Back_01 SOCKET_ConveyorLarge_Back_02 SOCKET_ConveyorLarge_Bottom_01 SOCKET_Interact_Front_01 SOCKET_Work_Front_01 SOCKET_Work_Front_02,Crusher drums | Crucible tilt 30°,Molten metal glow | Status panels,L,assets/parts/production/SM_PRD_Refinery_LG.blend,export/parts/production/SM_PRD_Refinery_LG.fbx,Not started,,"Hero industrial piece: crusher, conveyor, crucible and chimney."
SM_PRD_Assembler_LG,PRD-005,block.production.assembler,Assembler,,PRD,Crafting,LG,1×2×1,2.50x5.00x2.50,T1,IND,L,4500,2600,-300,steel_plate:140; construction_component:80; motor:20; display:10; metal_grid:10; computer:160,12000,6000,2400,720,3,12,Trim sheets + one 2K unique atlas,512,front back left right top bottom,,SOCKET_ConveyorLarge_Back_01 SOCKET_Interact_Front_01 SOCKET_Work_Front_01,Robot arms ×2: 4-axis | Print bed slides,Work light | Queue display,M,assets/parts/production/SM_PRD_Assembler_LG.blend,export/parts/production/SM_PRD_Assembler_LG.fbx,Not started,,Glass-fronted cabinet with two visible robot arms. Arms are separate PART_ meshes with pivots.
SM_PRD_FabricationBay_LG,PRD-006,block.production.fabrication_bay,Fabrication Bay,,PRD,Crafting,LG,5×4×5,12.50x10.00x12.50,T3,IND,XL,90000,20000,-5000,steel_plate:2000; construction_component:400; motor:80; computer:200; superconductor:40; display:20,40000,20000,8000,2400,4,24,4K unique texture set + trim sheets,512,bottom back,front back left right top bottom,SOCKET_ConveyorLarge_Back_01 SOCKET_ConveyorLarge_Back_02 SOCKET_ConveyorLarge_Back_03 SOCKET_Interact_Front_01 SOCKET_Work_Front_01 SOCKET_Work_Front_02 SOCKET_Work_Front_03 SOCKET_Work_Front_04 SOCKET_Light_Top_01 SOCKET_Light_Top_02 SOCKET_Light_Top_03 SOCKET_Light_Top_04 SOCKET_Light_Top_05 SOCKET_Light_Top_06,"Gantry: travels along the bay | Robot arms ×4 on the gantry | Bay doors: segmented, 12.5 m opening",Gantry work lights | Status boards,L,assets/parts/production/SM_PRD_FabricationBay_LG.blend,export/parts/production/SM_PRD_FabricationBay_LG.fbx,Not started,,A room-sized hangar module. The interior is walkable.
SM_PRD_3DPrinter_LG,PRD-007,block.production.3d_printer,3D Printer,,PRD,Crafting,LG,1×1×1,2.50x2.50x2.50,T2,IND,M,400,600,-50,steel_plate:6; motor:4; computer:6; bio_plastic:10,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom,,SOCKET_Interact_Front_01 SOCKET_Work_Front_01,Print head: XYZ gantry,Print progress ring,S,assets/parts/production/SM_PRD_3DPrinter_LG.blend,export/parts/production/SM_PRD_3DPrinter_LG.fbx,Not started,,Enclosed printer with a visible print in progress (parameter-driven build height).
SM_PRD_ResearchStation_LG,PRD-008,block.production.research_station,Research Station,,PRD,Research,LG,2×1×1,5.00x2.50x2.50,T1,IND,M,600,700,-30,interior_plate:10; computer:10; display:4; detector_component:2,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom,,SOCKET_Work_Front_01 SOCKET_Work_Front_02 SOCKET_Lcd_Front_01 SOCKET_Lcd_Front_02 SOCKET_Interact_Front_01,,Screens ×3,M,assets/parts/production/SM_PRD_ResearchStation_LG.blend,export/parts/production/SM_PRD_ResearchStation_LG.fbx,Not started,,"Lab bench with monitors, microscopes and sample trays."
SM_PRD_SampleAnalyzer_LG,PRD-009,block.production.sample_analyzer,Sample Analyzer,,PRD,Research,LG,1×1×1,2.50x2.50x2.50,T2,IND,M,700,600,-40,steel_plate:6; glass_panel:6; computer:6; medical_component:4; filter_mesh:4,4000,2000,800,240,3,6,Trim sheets + one 1K unique atlas,512,bottom,,SOCKET_Work_Front_01 SOCKET_Air_Top_01 SOCKET_Interact_Front_01,,Containment status (green/red) | UV sterilizer,S,assets/parts/production/SM_PRD_SampleAnalyzer_LG.blend,export/parts/production/SM_PRD_SampleAnalyzer_LG.fbx,Not started,,Glovebox with two rubber gloves (cloth sim optional) and a pass-through airlock.
